facturacion_id,afiliado_id,periodo,monto_cuota,fecha_vencimiento,fecha_pago,estado_pago,dias_mora
35,2,2022-07-01,75000,2022-07-11,2022-07-07,Pagado,0
36,2,2022-08-01,75000,2022-08-11,2022-08-08,Pagado,0
37,2,2022-09-01,75000,2022-09-11,2022-09-10,Pagado,0
38,2,2022-10-01,75000,2022-10-11,2022-10-09,Pagado,0
39,2,2022-11-01,75000,2022-11-11,2022-11-08,Pagado,0
40,2,2022-12-01,75000,2022-12-11,2022-12-10,Pagado,0
41,2,2023-01-01,75000,2023-01-11,,Moroso,1175
42,2,2023-02-01,75000,2023-02-11,2023-02-06,Pagado,0
43,2,2023-03-01,75000,2023-03-11,2023-03-07,Pagado,0
44,2,2023-04-01,75000,2023-04-11,2023-04-09,Pagado,0
45,2,2023-05-01,75000,2023-05-11,2023-05-07,Pagado,0
46,2,2023-06-01,75000,2023-06-11,2023-06-10,Pagado,0
47,2,2023-07-01,75000,2023-07-11,2023-07-10,Pagado,0
48,2,2023-08-01,75000,2023-08-11,2023-08-06,Pagado,0
49,2,2023-09-01,75000,2023-09-11,2023-09-08,Pagado,0
50,2,2023-10-01,75000,2023-10-11,2023-10-09,Pagado,0
51,2,2023-11-01,75000,2023-11-11,2023-11-10,Pagado,0
52,2,2023-12-01,75000,2023-12-11,2023-12-07,Pagado,0
53,2,2024-01-01,75000,2024-01-11,2024-01-10,Pagado,0
54,2,2024-02-01,75000,2024-02-11,2024-02-10,Pagado,0
55,2,2024-03-01,75000,2024-03-11,2024-03-09,Pagado,0
56,2,2024-04-01,75000,2024-04-11,2024-04-12,Pagado,1
57,2,2024-05-01,75000,2024-05-11,2024-05-10,Pagado,0
58,2,2024-06-01,75000,2024-06-11,2024-06-06,Pagado,0
59,2,2024-07-01,75000,2024-07-11,2024-07-09,Pagado,0
60,2,2024-08-01,75000,2024-08-11,2024-08-09,Pagado,0
61,2,2024-09-01,75000,2024-09-11,2024-09-06,Pagado,0
62,2,2024-10-01,75000,2024-10-11,2024-10-11,Pagado,0
63,2,2024-11-01,75000,2024-11-11,,Moroso,505
64,2,2024-12-01,75000,2024-12-11,2025-01-05,Pagado,25
65,2,2025-01-01,75000,2025-01-11,2025-01-06,Pagado,0
66,2,2025-02-01,75000,2025-02-11,2025-02-11,Pagado,0
67,2,2025-03-01,75000,2025-03-11,2025-03-11,Pagado,0
68,2,2025-04-01,75000,2025-04-11,2025-04-11,Pagado,0
69,2,2025-05-01,75000,2025-05-11,2025-05-09,Pagado,0
70,2,2025-06-01,75000,2025-06-11,2025-06-07,Pagado,0
71,2,2025-07-01,75000,2025-07-11,2025-07-07,Pagado,0
72,2,2025-08-01,75000,2025-08-11,2025-08-10,Pagado,0
73,2,2025-09-01,75000,2025-09-11,2025-09-07,Pagado,0
74,2,2025-10-01,75000,2025-10-11,2025-10-08,Pagado,0
75,2,2025-11-01,75000,2025-11-11,2025-11-07,Pagado,0
76,2,2025-12-01,75000,2025-12-11,2025-12-06,Pagado,0
77,2,2026-01-01,75000,2026-01-11,2026-01-10,Pagado,0
78,2,2026-02-01,75000,2026-02-11,2026-02-06,Pagado,0
79,2,2026-03-01,75000,2026-03-11,2026-03-06,Pagado,0
80,3,2023-10-01,120000,2023-10-11,2023-10-09,Pagado,0
81,3,2023-11-01,120000,2023-11-11,2023-11-06,Pagado,0
82,3,2023-12-01,120000,2023-12-11,2023-12-11,Pagado,0
83,3,2024-01-01,120000,2024-01-11,2024-01-07,Pagado,0
84,3,2024-02-01,120000,2024-02-11,,Moroso,779
85,3,2024-03-01,120000,2024-03-11,2024-03-11,Pagado,0
86,3,2024-04-01,120000,2024-04-11,,Moroso,719
87,3,2024-05-01,120000,2024-05-11,2024-05-07,Pagado,0
88,3,2024-06-01,120000,2024-06-11,2024-06-06,Pagado,0
89,3,2024-07-01,120000,2024-07-11,2024-07-06,Pagado,0
90,3,2024-08-01,120000,2024-08-11,2024-08-09,Pagado,0
91,3,2024-09-01,120000,2024-09-11,2024-09-08,Pagado,0
92,3,2024-10-01,120000,2024-10-11,2024-10-11,Pagado,0
93,3,2024-11-01,120000,2024-11-11,,Moroso,505
94,3,2024-12-01,120000,2024-12-11,2024-12-08,Pagado,0
95,3,2025-01-01,120000,2025-01-11,2025-01-08,Pagado,0
96,3,2025-02-01,120000,2025-02-11,2025-02-10,Pagado,0
97,3,2025-03-01,120000,2025-03-11,2025-03-10,Pagado,0
98,3,2025-04-01,120000,2025-04-11,2025-04-06,Pagado,0
99,3,2025-05-01,120000,2025-05-11,2025-05-29,Pagado,18
100,3,2025-06-01,120000,2025-06-11,2025-07-03,Pagado,22
101,3,2025-07-01,120000,2025-07-11,2025-07-08,Pagado,0
102,3,2025-08-01,120000,2025-08-11,2025-08-09,Pagado,0
103,3,2025-09-01,120000,2025-09-11,2025-09-10,Pagado,0
104,3,2025-10-01,120000,2025-10-11,2025-10-10,Pagado,0
105,3,2025-11-01,120000,2025-11-11,2025-11-08,Pagado,0
106,3,2025-12-01,120000,2025-12-11,2026-01-01,Pagado,21
107,3,2026-01-01,120000,2026-01-11,2026-01-08,Pagado,0
108,3,2026-02-01,120000,2026-02-11,2026-02-08,Pagado,0
109,3,2026-03-01,120000,2026-03-11,2026-03-11,Pagado,0
110,4,2021-01-01,45000,2021-01-11,2021-01-15,Pagado,4
111,4,2021-02-01,45000,2021-02-11,2021-02-16,Pagado,5
112,4,2021-03-01,45000,2021-03-11,2021-03-08,Pagado,0
113,4,2021-04-01,45000,2021-04-11,2021-04-08,Pagado,0
114,4,2021-05-01,45000,2021-05-11,2021-06-06,Pagado,26
115,4,2021-06-01,45000,2021-06-11,2021-06-09,Pagado,0
116,4,2021-07-01,45000,2021-07-11,2021-07-10,Pagado,0
117,4,2021-08-01,45000,2021-08-11,2021-08-27,Pagado,16
118,4,2021-09-01,45000,2021-09-11,2021-09-07,Pagado,0
119,4,2021-10-01,45000,2021-10-11,2021-10-10,Pagado,0
120,4,2021-11-01,45000,2021-11-11,2021-11-08,Pagado,0
121,4,2021-12-01,45000,2021-12-11,2021-12-10,Pagado,0
122,4,2022-01-01,45000,2022-01-11,2022-01-31,Pagado,20
123,4,2022-02-01,45000,2022-02-11,2022-02-16,Pagado,5
124,4,2022-03-01,45000,2022-03-11,2022-03-09,Pagado,0
125,4,2022-04-01,45000,2022-04-11,2022-04-09,Pagado,0
126,4,2022-05-01,45000,2022-05-11,2022-05-06,Pagado,0
127,4,2022-06-01,45000,2022-06-11,2022-06-09,Pagado,0
128,4,2022-07-01,45000,2022-07-11,2022-07-06,Pagado,0
129,4,2022-08-01,45000,2022-08-11,2022-08-09,Pagado,0
130,4,2022-09-01,45000,2022-09-11,,Moroso,1297
131,4,2022-10-01,45000,2022-10-11,2022-10-07,Pagado,0
132,4,2022-11-01,45000,2022-11-11,2022-11-08,Pagado,0
133,4,2022-12-01,45000,2022-12-11,2022-12-09,Pagado,0
134,4,2023-01-01,45000,2023-01-11,2023-01-28,Pagado,17
135,4,2023-02-01,45000,2023-02-11,2023-02-11,Pagado,0
136,4,2023-03-01,45000,2023-03-11,2023-03-07,Pagado,0
137,4,2023-04-01,45000,2023-04-11,2023-04-07,Pagado,0
138,4,2023-05-01,45000,2023-05-11,2023-05-06,Pagado,0
139,4,2023-06-01,45000,2023-06-11,2023-06-09,Pagado,0
140,4,2023-07-01,45000,2023-07-11,2023-07-11,Pagado,0
141,4,2023-08-01,45000,2023-08-11,2023-08-07,Pagado,0
142,4,2023-09-01,45000,2023-09-11,2023-09-08,Pagado,0
143,4,2023-10-01,45000,2023-10-11,2023-10-08,Pagado,0
144,4,2023-11-01,45000,2023-11-11,2023-11-06,Pagado,0
145,4,2023-12-01,45000,2023-12-11,2023-12-06,Pagado,0
146,4,2024-01-01,45000,2024-01-11,2024-01-09,Pagado,0
147,4,2024-02-01,45000,2024-02-11,2024-02-06,Pagado,0
148,4,2024-03-01,45000,2024-03-11,2024-03-11,Pagado,0
149,4,2024-04-01,45000,2024-04-11,2024-04-09,Pagado,0
150,4,2024-05-01,45000,2024-05-11,,Moroso,689
151,4,2024-06-01,45000,2024-06-11,2024-06-08,Pagado,0
152,4,2024-07-01,45000,2024-07-11,2024-08-09,Pagado,29
153,4,2024-08-01,45000,2024-08-11,2024-08-09,Pagado,0
154,4,2024-09-01,45000,2024-09-11,2024-09-08,Pagado,0
155,4,2024-10-01,45000,2024-10-11,2024-10-11,Pagado,0
156,4,2024-11-01,45000,2024-11-11,2024-11-07,Pagado,0
157,4,2024-12-01,45000,2024-12-11,2024-12-06,Pagado,0
158,4,2025-01-01,45000,2025-01-11,2025-01-11,Pagado,0
159,4,2025-02-01,45000,2025-02-11,2025-02-08,Pagado,0
160,4,2025-03-01,45000,2025-03-11,2025-03-11,Pagado,0
161,4,2025-04-01,45000,2025-04-11,,Moroso,354
162,4,2025-05-01,45000,2025-05-11,2025-05-11,Pagado,0
163,4,2025-06-01,45000,2025-06-11,2025-06-11,Pagado,0
164,4,2025-07-01,45000,2025-07-11,2025-07-06,Pagado,0
165,4,2025-08-01,45000,2025-08-11,2025-08-08,Pagado,0
166,4,2025-09-01,45000,2025-09-11,2025-09-09,Pagado,0
167,4,2025-10-01,45000,2025-10-11,2025-10-11,Pagado,0
168,4,2025-11-01,45000,2025-11-11,2025-11-11,Pagado,0
169,4,2025-12-01,45000,2025-12-11,2025-12-08,Pagado,0
170,4,2026-01-01,45000,2026-01-11,2026-01-09,Pagado,0
171,4,2026-02-01,45000,2026-02-11,2026-02-08,Pagado,0
172,4,2026-03-01,45000,2026-03-11,2026-03-09,Pagado,0
173,5,2026-01-01,45000,2026-01-11,2026-01-06,Pagado,0
174,5,2026-02-01,45000,2026-02-11,2026-02-08,Pagado,0
175,6,2020-10-01,45000,2020-10-11,2020-10-10,Pagado,0
176,6,2020-11-01,45000,2020-11-11,2020-11-10,Pagado,0
177,6,2020-12-01,45000,2020-12-11,2020-12-06,Pagado,0
178,6,2021-01-01,45000,2021-01-11,2021-01-07,Pagado,0
179,6,2021-02-01,45000,2021-02-11,2021-02-08,Pagado,0
180,6,2021-03-01,45000,2021-03-11,2021-03-06,Pagado,0
181,6,2021-04-01,45000,2021-04-11,2021-04-07,Pagado,0
182,6,2021-05-01,45000,2021-05-11,2021-05-06,Pagado,0
183,6,2021-06-01,45000,2021-06-11,2021-06-09,Pagado,0
184,6,2021-07-01,45000,2021-07-11,2021-07-08,Pagado,0
185,6,2021-08-01,45000,2021-08-11,2021-08-10,Pagado,0
186,6,2021-09-01,45000,2021-09-11,2021-09-17,Pagado,6
187,6,2021-10-01,45000,2021-10-11,2021-10-08,Pagado,0
188,6,2021-11-01,45000,2021-11-11,2021-11-06,Pagado,0
189,6,2021-12-01,45000,2021-12-11,2021-12-07,Pagado,0
190,6,2022-01-01,45000,2022-01-11,2022-01-08,Pagado,0
191,6,2022-02-01,45000,2022-02-11,2022-02-11,Pagado,0
192,7,2023-02-01,45000,2023-02-11,2023-02-21,Pagado,10
193,7,2023-03-01,45000,2023-03-11,2023-03-10,Pagado,0
194,7,2023-04-01,45000,2023-04-11,2023-04-09,Pagado,0
195,7,2023-05-01,45000,2023-05-11,2023-05-11,Pagado,0
196,7,2023-06-01,45000,2023-06-11,2023-06-10,Pagado,0
197,7,2023-07-01,45000,2023-07-11,2023-07-08,Pagado,0
198,7,2023-08-01,45000,2023-08-11,2023-08-08,Pagado,0
199,7,2023-09-01,45000,2023-09-11,2023-09-10,Pagado,0
200,7,2023-10-01,45000,2023-10-11,2023-10-09,Pagado,0
201,7,2023-11-01,45000,2023-11-11,2023-11-09,Pagado,0
202,7,2023-12-01,45000,2023-12-11,2023-12-07,Pagado,0
203,7,2024-01-01,45000,2024-01-11,2024-01-08,Pagado,0
204,7,2024-02-01,45000,2024-02-11,2024-02-06,Pagado,0
205,7,2024-03-01,45000,2024-03-11,2024-03-29,Pagado,18
206,7,2024-04-01,45000,2024-04-11,2024-04-10,Pagado,0
207,7,2024-05-01,45000,2024-05-11,2024-05-10,Pagado,0
208,7,2024-06-01,45000,2024-06-11,2024-06-06,Pagado,0
209,7,2024-07-01,45000,2024-07-11,2024-07-08,Pagado,0
210,7,2024-08-01,45000,2024-08-11,2024-08-09,Pagado,0
211,7,2024-09-01,45000,2024-09-11,2024-09-06,Pagado,0
212,7,2024-10-01,45000,2024-10-11,2024-10-09,Pagado,0
213,7,2024-11-01,45000,2024-11-11,2024-11-11,Pagado,0
214,7,2024-12-01,45000,2024-12-11,2024-12-10,Pagado,0
215,7,2025-01-01,45000,2025-01-11,2025-01-10,Pagado,0
216,7,2025-02-01,45000,2025-02-11,2025-02-11,Pagado,0
217,7,2025-03-01,45000,2025-03-11,2025-03-10,Pagado,0
218,7,2025-04-01,45000,2025-04-11,2025-04-12,Pagado,1
219,7,2025-05-01,45000,2025-05-11,2025-05-06,Pagado,0
220,7,2025-06-01,45000,2025-06-11,2025-06-10,Pagado,0
221,7,2025-07-01,45000,2025-07-11,2025-07-11,Pagado,0
222,7,2025-08-01,45000,2025-08-11,2025-08-10,Pagado,0
223,7,2025-09-01,45000,2025-09-11,2025-09-09,Pagado,0
224,7,2025-10-01,45000,2025-10-11,2025-10-07,Pagado,0
225,7,2025-11-01,45000,2025-11-11,2025-11-08,Pagado,0
226,7,2025-12-01,45000,2025-12-11,2025-12-07,Pagado,0
227,7,2026-01-01,45000,2026-01-11,2026-01-10,Pagado,0
228,7,2026-02-01,45000,2026-02-11,2026-02-07,Pagado,0
229,7,2026-03-01,45000,2026-03-11,2026-03-08,Pagado,0
230,8,2022-12-01,45000,2022-12-11,2022-12-06,Pagado,0
231,8,2023-01-01,45000,2023-01-11,2023-01-08,Pagado,0
232,8,2023-02-01,45000,2023-02-11,2023-02-10,Pagado,0
233,8,2023-03-01,45000,2023-03-11,2023-03-09,Pagado,0
234,8,2023-04-01,45000,2023-04-11,2023-04-10,Pagado,0
235,8,2023-05-01,45000,2023-05-11,,Moroso,1055
236,8,2023-06-01,45000,2023-06-11,2023-06-06,Pagado,0
237,8,2023-07-01,45000,2023-07-11,2023-07-07,Pagado,0
238,8,2023-08-01,45000,2023-08-11,2023-08-07,Pagado,0
239,8,2023-09-01,45000,2023-09-11,2023-09-09,Pagado,0
240,8,2023-10-01,45000,2023-10-11,2023-10-07,Pagado,0
241,8,2023-11-01,45000,2023-11-11,2023-11-13,Pagado,2
242,8,2023-12-01,45000,2023-12-11,2023-12-10,Pagado,0
243,8,2024-01-01,45000,2024-01-11,2024-01-11,Pagado,0
244,8,2024-02-01,45000,2024-02-11,2024-02-08,Pagado,0
245,8,2024-03-01,45000,2024-03-11,2024-03-10,Pagado,0
246,8,2024-04-01,45000,2024-04-11,2024-04-07,Pagado,0
247,8,2024-05-01,45000,2024-05-11,2024-05-11,Pagado,0
248,8,2024-06-01,45000,2024-06-11,2024-06-18,Pagado,7
249,8,2024-07-01,45000,2024-07-11,2024-07-08,Pagado,0
250,8,2024-08-01,45000,2024-08-11,2024-09-05,Pagado,25
251,8,2024-09-01,45000,2024-09-11,2024-09-06,Pagado,0
252,8,2024-10-01,45000,2024-10-11,,Moroso,536
253,8,2024-11-01,45000,2024-11-11,2024-11-07,Pagado,0
254,8,2024-12-01,45000,2024-12-11,2024-12-08,Pagado,0
255,8,2025-01-01,45000,2025-01-11,2025-01-10,Pagado,0
256,8,2025-02-01,45000,2025-02-11,2025-02-11,Pagado,0
257,8,2025-03-01,45000,2025-03-11,2025-03-06,Pagado,0
258,8,2025-04-01,45000,2025-04-11,2025-04-07,Pagado,0
259,8,2025-05-01,45000,2025-05-11,2025-05-11,Pagado,0
260,8,2025-06-01,45000,2025-06-11,2025-06-17,Pagado,6
261,8,2025-07-01,45000,2025-07-11,2025-07-08,Pagado,0
262,8,2025-08-01,45000,2025-08-11,2025-08-11,Pagado,0
263,8,2025-09-01,45000,2025-09-11,2025-09-06,Pagado,0
264,8,2025-10-01,45000,2025-10-11,2025-10-07,Pagado,0
265,8,2025-11-01,45000,2025-11-11,,Moroso,140
266,8,2025-12-01,45000,2025-12-11,2025-12-06,Pagado,0
267,8,2026-01-01,45000,2026-01-11,2026-01-09,Pagado,0
268,8,2026-02-01,45000,2026-02-11,2026-02-08,Pagado,0
269,8,2026-03-01,45000,2026-03-11,2026-03-11,Pagado,0
270,9,2025-12-01,45000,2025-12-11,2025-12-06,Pagado,0
271,9,2026-01-01,45000,2026-01-11,2026-02-06,Pagado,26
272,9,2026-02-01,45000,2026-02-11,2026-02-08,Pagado,0
273,9,2026-03-01,45000,2026-03-11,,Moroso,20
274,10,2023-08-01,75000,2023-08-11,2023-08-11,Pagado,0
275,10,2023-09-01,75000,2023-09-11,2023-09-07,Pagado,0
276,10,2023-10-01,75000,2023-10-11,2023-10-06,Pagado,0
277,10,2023-11-01,75000,2023-11-11,2023-11-09,Pagado,0
278,10,2023-12-01,75000,2023-12-11,2023-12-08,Pagado,0
279,10,2024-01-01,75000,2024-01-11,2024-01-06,Pagado,0
280,10,2024-02-01,75000,2024-02-11,2024-02-11,Pagado,0
281,10,2024-03-01,75000,2024-03-11,2024-03-10,Pagado,0
282,10,2024-04-01,75000,2024-04-11,2024-04-21,Pagado,10
283,10,2024-05-01,75000,2024-05-11,2024-05-07,Pagado,0
284,10,2024-06-01,75000,2024-06-11,2024-06-07,Pagado,0
285,10,2024-07-01,75000,2024-07-11,2024-08-08,Pagado,28
286,10,2024-08-01,75000,2024-08-11,2024-08-08,Pagado,0
287,10,2024-09-01,75000,2024-09-11,2024-09-11,Pagado,0
288,10,2024-10-01,75000,2024-10-11,2024-10-11,Pagado,0
289,10,2024-11-01,75000,2024-11-11,,Moroso,505
290,10,2024-12-01,75000,2024-12-11,2024-12-11,Pagado,0
291,10,2025-01-01,75000,2025-01-11,2025-01-07,Pagado,0
292,10,2025-02-01,75000,2025-02-11,2025-02-09,Pagado,0
293,10,2025-03-01,75000,2025-03-11,2025-03-07,Pagado,0
294,10,2025-04-01,75000,2025-04-11,2025-04-08,Pagado,0
295,10,2025-05-01,75000,2025-05-11,2025-05-10,Pagado,0
296,10,2025-06-01,75000,2025-06-11,2025-06-06,Pagado,0
297,10,2025-07-01,75000,2025-07-11,2025-07-06,Pagado,0
298,10,2025-08-01,75000,2025-08-11,2025-08-10,Pagado,0
299,10,2025-09-01,75000,2025-09-11,2025-09-08,Pagado,0
300,10,2025-10-01,75000,2025-10-11,2025-10-08,Pagado,0
301,10,2025-11-01,75000,2025-11-11,2025-11-07,Pagado,0
302,10,2025-12-01,75000,2025-12-11,2025-12-10,Pagado,0
303,10,2026-01-01,75000,2026-01-11,2026-01-10,Pagado,0
304,10,2026-02-01,75000,2026-02-11,2026-02-08,Pagado,0
305,10,2026-03-01,75000,2026-03-11,2026-03-06,Pagado,0
306,11,2023-01-01,45000,2023-01-11,,Moroso,1175
307,11,2023-02-01,45000,2023-02-11,2023-02-09,Pagado,0
308,11,2023-03-01,45000,2023-03-11,2023-03-31,Pagado,20
309,11,2023-04-01,45000,2023-04-11,,Moroso,1085
310,11,2023-05-01,45000,2023-05-11,2023-05-08,Pagado,0
311,11,2023-06-01,45000,2023-06-11,2023-06-09,Pagado,0
312,11,2023-07-01,45000,2023-07-11,2023-07-08,Pagado,0
313,11,2023-08-01,45000,2023-08-11,,Moroso,963
314,11,2023-09-01,45000,2023-09-11,2023-09-09,Pagado,0
315,11,2023-10-01,45000,2023-10-11,2023-10-11,Pagado,0
316,11,2023-11-01,45000,2023-11-11,2023-11-11,Pagado,0
317,11,2023-12-01,45000,2023-12-11,2023-12-06,Pagado,0
318,11,2024-01-01,45000,2024-01-11,2024-01-09,Pagado,0
319,11,2024-02-01,45000,2024-02-11,2024-02-10,Pagado,0
320,11,2024-03-01,45000,2024-03-11,2024-03-07,Pagado,0
321,11,2024-04-01,45000,2024-04-11,2024-04-10,Pagado,0
322,11,2024-05-01,45000,2024-05-11,2024-05-06,Pagado,0
323,11,2024-06-01,45000,2024-06-11,2024-06-10,Pagado,0
324,11,2024-07-01,45000,2024-07-11,2024-07-10,Pagado,0
325,11,2024-08-01,45000,2024-08-11,2024-08-10,Pagado,0
326,11,2024-09-01,45000,2024-09-11,2024-09-07,Pagado,0
327,11,2024-10-01,45000,2024-10-11,2024-10-07,Pagado,0
328,11,2024-11-01,45000,2024-11-11,2024-11-08,Pagado,0
329,12,2021-08-01,45000,2021-08-11,2021-08-11,Pagado,0
330,12,2021-09-01,45000,2021-09-11,2021-09-08,Pagado,0
331,12,2021-10-01,45000,2021-10-11,2021-10-06,Pagado,0
332,12,2021-11-01,45000,2021-11-11,2021-11-10,Pagado,0
333,12,2021-12-01,45000,2021-12-11,2021-12-09,Pagado,0
334,12,2022-01-01,45000,2022-01-11,2022-01-11,Pagado,0
335,12,2022-02-01,45000,2022-02-11,2022-02-10,Pagado,0
336,12,2022-03-01,45000,2022-03-11,2022-03-11,Pagado,0
337,12,2022-04-01,45000,2022-04-11,2022-04-10,Pagado,0
338,12,2022-05-01,45000,2022-05-11,2022-06-02,Pagado,22
339,12,2022-06-01,45000,2022-06-11,2022-06-08,Pagado,0
340,12,2022-07-01,45000,2022-07-11,2022-07-08,Pagado,0
341,12,2022-08-01,45000,2022-08-11,2022-08-08,Pagado,0
342,12,2022-09-01,45000,2022-09-11,2022-09-26,Pagado,15
343,12,2022-10-01,45000,2022-10-11,2022-10-10,Pagado,0
344,12,2022-11-01,45000,2022-11-11,2022-12-08,Pagado,27
345,12,2022-12-01,45000,2022-12-11,,Moroso,1206
346,12,2023-01-01,45000,2023-01-11,2023-01-06,Pagado,0
347,12,2023-02-01,45000,2023-02-11,2023-02-09,Pagado,0
348,12,2023-03-01,45000,2023-03-11,2023-03-06,Pagado,0
349,12,2023-04-01,45000,2023-04-11,2023-04-11,Pagado,0
350,12,2023-05-01,45000,2023-05-11,2023-05-30,Pagado,19
351,12,2023-06-01,45000,2023-06-11,2023-06-06,Pagado,0
352,12,2023-07-01,45000,2023-07-11,2023-07-10,Pagado,0
353,12,2023-08-01,45000,2023-08-11,2023-08-07,Pagado,0
354,12,2023-09-01,45000,2023-09-11,2023-09-07,Pagado,0
355,12,2023-10-01,45000,2023-10-11,2023-10-13,Pagado,2
356,12,2023-11-01,45000,2023-11-11,2023-11-10,Pagado,0
357,12,2023-12-01,45000,2023-12-11,2023-12-27,Pagado,16
358,12,2024-01-01,45000,2024-01-11,2024-01-06,Pagado,0
359,12,2024-02-01,45000,2024-02-11,2024-02-10,Pagado,0
360,12,2024-03-01,45000,2024-03-11,2024-03-08,Pagado,0
361,12,2024-04-01,45000,2024-04-11,2024-04-10,Pagado,0
362,12,2024-05-01,45000,2024-05-11,2024-05-08,Pagado,0
363,12,2024-06-01,45000,2024-06-11,2024-06-18,Pagado,7
364,12,2024-07-01,45000,2024-07-11,2024-07-09,Pagado,0
365,12,2024-08-01,45000,2024-08-11,2024-08-11,Pagado,0
366,12,2024-09-01,45000,2024-09-11,2024-09-08,Pagado,0
367,12,2024-10-01,45000,2024-10-11,2024-10-09,Pagado,0
368,12,2024-11-01,45000,2024-11-11,2024-11-12,Pagado,1
369,12,2024-12-01,45000,2024-12-11,2024-12-08,Pagado,0
370,12,2025-01-01,45000,2025-01-11,2025-01-06,Pagado,0
371,12,2025-02-01,45000,2025-02-11,2025-03-09,Pagado,26
372,12,2025-03-01,45000,2025-03-11,2025-03-10,Pagado,0
373,12,2025-04-01,45000,2025-04-11,2025-04-08,Pagado,0
374,12,2025-05-01,45000,2025-05-11,2025-06-10,Pagado,30
375,12,2025-06-01,45000,2025-06-11,2025-06-06,Pagado,0
376,12,2025-07-01,45000,2025-07-11,2025-07-08,Pagado,0
377,12,2025-08-01,45000,2025-08-11,2025-08-06,Pagado,0
378,12,2025-09-01,45000,2025-09-11,2025-09-10,Pagado,0
379,12,2025-10-01,45000,2025-10-11,2025-10-07,Pagado,0
380,12,2025-11-01,45000,2025-11-11,2025-11-11,Pagado,0
381,12,2025-12-01,45000,2025-12-11,2025-12-06,Pagado,0
382,12,2026-01-01,45000,2026-01-11,2026-01-07,Pagado,0
383,12,2026-02-01,45000,2026-02-11,2026-02-11,Pagado,0
384,12,2026-03-01,45000,2026-03-11,2026-04-03,Pagado,23
385,13,2024-01-01,75000,2024-01-11,2024-01-06,Pagado,0
386,13,2024-02-01,75000,2024-02-11,2024-02-10,Pagado,0
387,13,2024-03-01,75000,2024-03-11,2024-03-11,Pagado,0
388,13,2024-04-01,75000,2024-04-11,2024-04-06,Pagado,0
389,13,2024-05-01,75000,2024-05-11,2024-05-06,Pagado,0
390,13,2024-06-01,75000,2024-06-11,2024-06-07,Pagado,0
391,13,2024-07-01,75000,2024-07-11,2024-08-01,Pagado,21
392,13,2024-08-01,75000,2024-08-11,2024-08-10,Pagado,0
393,13,2024-09-01,75000,2024-09-11,2024-09-07,Pagado,0
394,13,2024-10-01,75000,2024-10-11,2024-10-07,Pagado,0
395,13,2024-11-01,75000,2024-11-11,2024-11-11,Pagado,0
396,13,2024-12-01,75000,2024-12-11,2024-12-08,Pagado,0
397,13,2025-01-01,75000,2025-01-11,2025-01-06,Pagado,0
398,13,2025-02-01,75000,2025-02-11,,Moroso,413
399,13,2025-03-01,75000,2025-03-11,2025-03-07,Pagado,0
